"outcome","idea","user.submitted","ffvar","experts","mturkers"
"grit","Household income",FALSE,"cm4hhinc",86.9565,55.9727
"grit","Household income",FALSE,"cm5hhinc",86.9565,55.9727
"grit","Household size",FALSE,"cf1adult",60.7143,50.1767
"grit","Household size",FALSE,"cf1kids",60.7143,50.1767
"grit","Household size",FALSE,"cf2adult",60.7143,50.1767
"grit","Household size",FALSE,"cf2kids",60.7143,50.1767
"grit","Household size",FALSE,"cf3adult",60.7143,50.1767
"grit","Household size",FALSE,"cf3kids",60.7143,50.1767
"grit","Household size",FALSE,"cf4adult",60.7143,50.1767
"grit","Household size",FALSE,"cf4kids",60.7143,50.1767
"grit","Household size",FALSE,"cf5adult",60.7143,50.1767
"grit","Household size",FALSE,"cf5kids",60.7143,50.1767
"grit","Household size",FALSE,"cm1adult",60.7143,50.1767
"grit","Household size",FALSE,"cm1kids",60.7143,50.1767
"grit","Household size",FALSE,"cm2adult",60.7143,50.1767
"grit","Household size",FALSE,"cm2kids",60.7143,50.1767
"grit","Household size",FALSE,"cm3adult",60.7143,50.1767
"grit","Household size",FALSE,"cm3kids",60.7143,50.1767
"grit","Household size",FALSE,"cm4adult",60.7143,50.1767
"grit","Household size",FALSE,"cm4kids",60.7143,50.1767
"grit","Household size",FALSE,"cm5adult",60.7143,50.1767
"grit","Household size",FALSE,"cm5kids",60.7143,50.1767
"grit","Income to poverty ratio",FALSE,"cf1inpov",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf2povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf2povcob",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf3povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf3povcob",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf4povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf4povcob",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf5povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cf5povcob",85,69.5783
"grit","Income to poverty ratio",FALSE,"cm1inpov",85,69.5783
"grit","Income to poverty ratio",FALSE,"cm2povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cm3povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cm4povco",85,69.5783
"grit","Income to poverty ratio",FALSE,"cm5povco",85,69.5783
"grit","Mother's age at childbirth",FALSE,"cm1age",42.3077,43.2343
"grit","Mother's age at childbirth",FALSE,"cm2fbir",42.3077,43.2343
"grit","Mother's education",FALSE,"cm5edu",75,44.0972
"grit","Mother's incarceration",FALSE,"m3i29",76,64.0288
"grit","Mother's mental health",TRUE,"f4c38",NA,69.4444
"grit","Mother's mental health",TRUE,"f5b31x",NA,69.4444
"grit","Mother's multiple-job holding",FALSE,"m2k14a",43.4783,62.2951
"grit","Mother's multiple-job holding",FALSE,"m3k17",43.4783,62.2951
"grit","Mother's multiple-job holding",FALSE,"m3k18",43.4783,62.2951
"grit","Mother's non-standard work hours",FALSE,"m2k13a",38.0952,55.2381
"grit","Mother's non-standard work hours",FALSE,"m3k16a",38.0952,55.2381
"grit","Mother's non-standard work hours",FALSE,"m4k16a",38.0952,55.2381
"grit","Mother's non-standard work hours",FALSE,"m5i16a",38.0952,55.2381
"grit","Mother's non-standard work hours",FALSE,"m5k17l",38.0952,55.2381
"grit","Mother's prenatal smoking",FALSE,"m1g4",61.9048,34.4086
"grit","Never-married mother",FALSE,"cm5relf",52,48.2877
"grit","Number of child's emergency room visits",TRUE,"f2b8",NA,28.5714
"grit","Number of child's emergency room visits",TRUE,"hv3a9",NA,28.5714
"grit","Number of child's emergency room visits",TRUE,"hv4a14",NA,28.5714
"grit","Number of child's emergency room visits",TRUE,"m2b8",NA,28.5714
"grit","Number of child's emergency room visits",TRUE,"p5h10",NA,28.5714
"grit","Number of parental romantic relationships",FALSE,"f3a13",73.913,41.0526
"grit","Number of parental romantic relationships",FALSE,"f5a10",73.913,41.0526
"grit","Number of parental romantic relationships",FALSE,"f5a101",73.913,41.0526
"grit","Number of parental romantic relationships",FALSE,"m3a13",73.913,41.0526
"grit","Number of parental romantic relationships",FALSE,"m5a10",73.913,41.0526
"grit","Number of parental romantic relationships",FALSE,"m5a101",73.913,41.0526
"grit","Parents are in cohabiting partnership",FALSE,"cf2cohm",50,47.099
"grit","School quality",FALSE,"f5k5d",54.5455,56.3798
"grit","School quality",FALSE,"f5k5e",54.5455,56.3798
"grit","School quality",FALSE,"m4i0",54.5455,56.3798
"grit","School quality",FALSE,"m4i0b",54.5455,56.3798
"grit","School quality",FALSE,"p5l13f",54.5455,56.3798
"grit","School quality",FALSE,"p5l1a",54.5455,56.3798
"grit","School quality",FALSE,"t5c7f",54.5455,56.3798
"grit","School quality",FALSE,"t5g4_104",54.5455,56.3798
"grit","Teacher quality",FALSE,"t5g7",64,46.2094
"grit","Teacher says child works independently",TRUE,"t5b2c",NA,67.6301
"job_training","Child's birth weight",FALSE,"cm1lbw",50,22.5309
"job_training","Child's gender",FALSE,"cm1bsex",20,23.6066
"job_training","Child's gender",FALSE,"hv4sex_child",20,23.6066
"job_training","Child's race",FALSE,"f1h3",50,33.3333
"job_training","Child's race",FALSE,"m1h3",50,33.3333
"job_training","Divorce or separation",FALSE,"m2a8c",50,42.042
"job_training","Existing number of siblings",FALSE,"cf1kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cf2kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cf3kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cf4kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cf5kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cm1kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cm2kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cm3kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cm4kids",50,45.2532
"job_training","Existing number of siblings",FALSE,"cm5kids",50,45.2532
"job_training","Father's age at childbirth",FALSE,"cf1age",50,50.4854
"job_training","Father's education",FALSE,"cf5edu",50,75.4658
"job_training","Father's incarceration",FALSE,"f3i29",66.6667,56.1462
"job_training","Father's interest in sports or entertainment",TRUE,"f5k14b",NA,34.0136
"job_training","Father's multiple-job holding",FALSE,"f2k19a",50,61.0169
"job_training","Father's multiple-job holding",FALSE,"f3k18",50,61.0169
"job_training","Father's non-standard work hours",FALSE,"f2k18a",75,51.2658
"job_training","Father's non-standard work hours",FALSE,"f3k17a",75,51.2658
"job_training","Father's non-standard work hours",FALSE,"f4k16a",75,51.2658
"job_training","Father's non-standard work hours",FALSE,"f5i16a",75,51.2658
"job_training","Father's non-standard work hours",FALSE,"f5k17l",75,51.2658
"job_training","Father's sense of familial responsibility",TRUE,"f2b17a",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17b",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17c",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17d",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17e",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17f",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17g",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f2b17h",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"f5k15",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"m2c3b",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"m2e4b",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"n5c3e",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"n5c3f",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"p5i32a",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"p5i32b",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"p5i32c",NA,53.8462
"job_training","Father's sense of familial responsibility",TRUE,"p5i37",NA,53.8462
"job_training","Father absent at time of birth",FALSE,"m1a6",50,49.1803
"job_training","Foreign-born father",FALSE,"f3h1a",50,32.6861
"job_training","Foreign-born father",FALSE,"f3h1b",50,32.6861
"job_training","Foreign-born mother",FALSE,"m3h1a",50,30.2083
"job_training","Foreign-born mother",FALSE,"m3h1b",50,30.2083
"job_training","Household income",FALSE,"cf1hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cf2hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cf2hhincb",66.6667,67.6282
"job_training","Household income",FALSE,"cf3hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cf3hhincb",66.6667,67.6282
"job_training","Household income",FALSE,"cf4hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cf4hhincb",66.6667,67.6282
"job_training","Household income",FALSE,"cf5hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cf5hhincb",66.6667,67.6282
"job_training","Household income",FALSE,"cm1hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cm2hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cm3hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cm4hhinc",66.6667,67.6282
"job_training","Household income",FALSE,"cm5hhinc",66.6667,67.6282
"job_training","Household size",FALSE,"cf1adult",20,56.962
"job_training","Household size",FALSE,"cf1kids",20,56.962
"job_training","Household size",FALSE,"cf2adult",20,56.962
"job_training","Household size",FALSE,"cf2kids",20,56.962
"job_training","Household size",FALSE,"cf3adult",20,56.962
"job_training","Household size",FALSE,"cf3kids",20,56.962
"job_training","Household size",FALSE,"cf4adult",20,56.962
"job_training","Household size",FALSE,"cf4kids",20,56.962
"job_training","Household size",FALSE,"cf5adult",20,56.962
"job_training","Household size",FALSE,"cf5kids",20,56.962
"job_training","Household size",FALSE,"cm1adult",20,56.962
"job_training","Household size",FALSE,"cm1kids",20,56.962
"job_training","Household size",FALSE,"cm2adult",20,56.962
"job_training","Household size",FALSE,"cm2kids",20,56.962
"job_training","Household size",FALSE,"cm3adult",20,56.962
"job_training","Household size",FALSE,"cm3kids",20,56.962
"job_training","Household size",FALSE,"cm4adult",20,56.962
"job_training","Household size",FALSE,"cm4kids",20,56.962
"job_training","Household size",FALSE,"cm5adult",20,56.962
"job_training","Household size",FALSE,"cm5kids",20,56.962
"job_training","Income to poverty ratio",FALSE,"cf1inpov",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf2povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf2povcob",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf3povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf3povcob",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf4povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf4povcob",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf5povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cf5povcob",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cm1inpov",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cm2povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cm3povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cm4povco",50,61.7647
"job_training","Income to poverty ratio",FALSE,"cm5povco",50,61.7647
"job_training","Mother's age at childbirth",FALSE,"cm1age",66.6667,55.4487
"job_training","Mother's age at childbirth",FALSE,"cm2fbir",66.6667,55.4487
"job_training","Mother's education",FALSE,"cm5edu",75,78.5933
"job_training","Mother's incarceration",FALSE,"m3i29",50,55.3398
"job_training","Mother's multiple-job holding",FALSE,"m2k14a",50,60.0583
"job_training","Mother's multiple-job holding",FALSE,"m3k17",50,60.0583
"job_training","Mother's multiple-job holding",FALSE,"m3k18",50,60.0583
"job_training","Mother's non-standard work hours",FALSE,"m2k13a",66.6667,57.947
"job_training","Mother's non-standard work hours",FALSE,"m3k16a",66.6667,57.947
"job_training","Mother's non-standard work hours",FALSE,"m4k16a",66.6667,57.947
"job_training","Mother's non-standard work hours",FALSE,"m5i16a",66.6667,57.947
"job_training","Mother's non-standard work hours",FALSE,"m5k17l",66.6667,57.947
"job_training","Mother's prenatal smoking",FALSE,"m1g4",50,35.1724
"job_training","Multi-generational household",TRUE,"cf4gdad",NA,53.5714
"job_training","Multi-generational household",TRUE,"cf4gmom",NA,53.5714
"job_training","Multi-generational household",TRUE,"cm4gdad",NA,53.5714
"job_training","Multi-generational household",TRUE,"cm4gmom",NA,53.5714
"job_training","Never-married mother",FALSE,"cm5relf",33.3333,38.3513
"job_training","Number of parental romantic relationships",FALSE,"f3a13",33.3333,35.6913
"job_training","Number of parental romantic relationships",FALSE,"f5a10",33.3333,35.6913
"job_training","Number of parental romantic relationships",FALSE,"f5a101",33.3333,35.6913
"job_training","Number of parental romantic relationships",FALSE,"m3a13",33.3333,35.6913
"job_training","Number of parental romantic relationships",FALSE,"m5a10",33.3333,35.6913
"job_training","Number of parental romantic relationships",FALSE,"m5a101",33.3333,35.6913
"job_training","Parents are in cohabiting partnership",FALSE,"cf2cohm",50,46.2462
"job_training","School quality",FALSE,"f5k5d",50,62.5397
"job_training","School quality",FALSE,"f5k5e",50,62.5397
"job_training","School quality",FALSE,"m4i0",50,62.5397
"job_training","School quality",FALSE,"m4i0b",50,62.5397
"job_training","School quality",FALSE,"p5l13f",50,62.5397
"job_training","School quality",FALSE,"p5l1a",50,62.5397
"job_training","School quality",FALSE,"t5c7f",50,62.5397
"job_training","School quality",FALSE,"t5g4_104",50,62.5397
"job_training","Teacher quality",FALSE,"t5g7",NA,65.4206
"layoff","Child's birth weight",FALSE,"cm1lbw",50,22.963
"layoff","Child's gender",FALSE,"cm1bsex",33.3333,25.1799
"layoff","Child's gender",FALSE,"hv4sex_child",33.3333,25.1799
"layoff","Child's health",TRUE,"f5a3a1_10",NA,36.4865
"layoff","Child's health",TRUE,"f5a3i_10",NA,36.4865
"layoff","Child's health",TRUE,"f5a6g01_10",NA,36.4865
"layoff","Child's health",TRUE,"f5a6g02_10",NA,36.4865
"layoff","Child's health",TRUE,"f5a6g03_10",NA,36.4865
"layoff","Child's health",TRUE,"m5a3a1_10",NA,36.4865
"layoff","Child's health",TRUE,"m5a3i_10",NA,36.4865
"layoff","Child's health",TRUE,"m5a6g01_10",NA,36.4865
"layoff","Child's health",TRUE,"m5a6g02_10",NA,36.4865
"layoff","Child's health",TRUE,"m5a6g03_10",NA,36.4865
"layoff","Child's race",FALSE,"f1h3",66.6667,24.9071
"layoff","Child's race",FALSE,"m1h3",66.6667,24.9071
"layoff","Divorce or separation",FALSE,"m2a8c",20,55.8621
"layoff","Existing number of siblings",FALSE,"cf1kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cf2kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cf3kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cf4kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cf5kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cm1kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cm2kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cm3kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cm4kids",50,37.6426
"layoff","Existing number of siblings",FALSE,"cm5kids",50,37.6426
"layoff","Father's age at childbirth",FALSE,"cf1age",50,34.1463
"layoff","Father's education",FALSE,"cf5edu",66.6667,57.1906
"layoff","Father's incarceration",FALSE,"f3i29",50,79.1519
"layoff","Father's multiple-job holding",FALSE,"f2k19a",50,61.2245
"layoff","Father's multiple-job holding",FALSE,"f3k18",50,61.2245
"layoff","Father's non-standard work hours",FALSE,"f2k18a",25,64.4231
"layoff","Father's non-standard work hours",FALSE,"f3k17a",25,64.4231
"layoff","Father's non-standard work hours",FALSE,"f4k16a",25,64.4231
"layoff","Father's non-standard work hours",FALSE,"f5i16a",25,64.4231
"layoff","Father's non-standard work hours",FALSE,"f5k17l",25,64.4231
"layoff","Father absent at time of birth",FALSE,"m1a6",50,56.3636
"layoff","Foreign-born father",FALSE,"f3h1a",50,45.8064
"layoff","Foreign-born father",FALSE,"f3h1b",50,45.8064
"layoff","Foreign-born mother",FALSE,"m3h1a",33.3333,40.7143
"layoff","Foreign-born mother",FALSE,"m3h1b",33.3333,40.7143
"layoff","Household income",FALSE,"cf1hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cf2hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cf2hhincb",85.7143,59.8592
"layoff","Household income",FALSE,"cf3hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cf3hhincb",85.7143,59.8592
"layoff","Household income",FALSE,"cf4hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cf4hhincb",85.7143,59.8592
"layoff","Household income",FALSE,"cf5hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cf5hhincb",85.7143,59.8592
"layoff","Household income",FALSE,"cm1hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cm2hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cm3hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cm4hhinc",85.7143,59.8592
"layoff","Household income",FALSE,"cm5hhinc",85.7143,59.8592
"layoff","Household size",FALSE,"cf1adult",33.3333,46.1059
"layoff","Household size",FALSE,"cf1kids",33.3333,46.1059
"layoff","Household size",FALSE,"cf2adult",33.3333,46.1059
"layoff","Household size",FALSE,"cf2kids",33.3333,46.1059
"layoff","Household size",FALSE,"cf3adult",33.3333,46.1059
"layoff","Household size",FALSE,"cf3kids",33.3333,46.1059
"layoff","Household size",FALSE,"cf4adult",33.3333,46.1059
"layoff","Household size",FALSE,"cf4kids",33.3333,46.1059
"layoff","Household size",FALSE,"cf5adult",33.3333,46.1059
"layoff","Household size",FALSE,"cf5kids",33.3333,46.1059
"layoff","Household size",FALSE,"cm1adult",33.3333,46.1059
"layoff","Household size",FALSE,"cm1kids",33.3333,46.1059
"layoff","Household size",FALSE,"cm2adult",33.3333,46.1059
"layoff","Household size",FALSE,"cm2kids",33.3333,46.1059
"layoff","Household size",FALSE,"cm3adult",33.3333,46.1059
"layoff","Household size",FALSE,"cm3kids",33.3333,46.1059
"layoff","Household size",FALSE,"cm4adult",33.3333,46.1059
"layoff","Household size",FALSE,"cm4kids",33.3333,46.1059
"layoff","Household size",FALSE,"cm5adult",33.3333,46.1059
"layoff","Household size",FALSE,"cm5kids",33.3333,46.1059
"layoff","Income to poverty ratio",FALSE,"cf1inpov",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf2povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf2povcob",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf3povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf3povcob",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf4povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf4povcob",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf5povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cf5povcob",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cm1inpov",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cm2povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cm3povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cm4povco",80,62.5926
"layoff","Income to poverty ratio",FALSE,"cm5povco",80,62.5926
"layoff","Mother's age at childbirth",FALSE,"cm1age",57.1429,39.8026
"layoff","Mother's age at childbirth",FALSE,"cm2fbir",57.1429,39.8026
"layoff","Mother's education",FALSE,"cm5edu",75,58.885
"layoff","Mother's incarceration",FALSE,"m3i29",75,70.3072
"layoff","Mother's multiple-job holding",FALSE,"m2k14a",25,63.8298
"layoff","Mother's multiple-job holding",FALSE,"m3k17",25,63.8298
"layoff","Mother's multiple-job holding",FALSE,"m3k18",25,63.8298
"layoff","Mother's non-standard work hours",FALSE,"m2k13a",50,58.6081
"layoff","Mother's non-standard work hours",FALSE,"m3k16a",50,58.6081
"layoff","Mother's non-standard work hours",FALSE,"m4k16a",50,58.6081
"layoff","Mother's non-standard work hours",FALSE,"m5i16a",50,58.6081
"layoff","Mother's non-standard work hours",FALSE,"m5k17l",50,58.6081
"layoff","Mother's prenatal smoking",FALSE,"m1g4",40,44.6215
"layoff","Never-married mother",FALSE,"cm5relf",66.6667,35.082
"layoff","Number of parental romantic relationships",FALSE,"f3a13",33.3333,42.3868
"layoff","Number of parental romantic relationships",FALSE,"f5a10",33.3333,42.3868
"layoff","Number of parental romantic relationships",FALSE,"f5a101",33.3333,42.3868
"layoff","Number of parental romantic relationships",FALSE,"m3a13",33.3333,42.3868
"layoff","Number of parental romantic relationships",FALSE,"m5a10",33.3333,42.3868
"layoff","Number of parental romantic relationships",FALSE,"m5a101",33.3333,42.3868
"layoff","Parent's chronic illness",TRUE,"f5a3a1_9",NA,74.2616
"layoff","Parent's chronic illness",TRUE,"m5g2a_107",NA,74.2616
"layoff","Parent's race",TRUE,NA,50,NA
"layoff","Parents are in cohabiting partnership",FALSE,"cf2cohm",33.3333,42.5087
"layoff","School quality",FALSE,"f5k5d",50,48.5401
"layoff","School quality",FALSE,"f5k5e",50,48.5401
"layoff","School quality",FALSE,"m4i0",50,48.5401
"layoff","School quality",FALSE,"m4i0b",50,48.5401
"layoff","School quality",FALSE,"p5l13f",50,48.5401
"layoff","School quality",FALSE,"p5l1a",50,48.5401
"layoff","School quality",FALSE,"t5c7f",50,48.5401
"layoff","School quality",FALSE,"t5g4_104",50,48.5401
"material_hardship","Child's birth weight",FALSE,"cm1lbw",25,29.9539
"material_hardship","Child's gender",FALSE,"cm1bsex",6.12245,30.5288
"material_hardship","Child's gender",FALSE,"hv4sex_child",6.12245,30.5288
"material_hardship","Child's race",FALSE,"f1h3",57.6271,42.029
"material_hardship","Child's race",FALSE,"m1h3",57.6271,42.029
"material_hardship","Childcare center enrollment",TRUE,"m4b13",12.5,NA
"material_hardship","Divorce or separation",FALSE,"m2a8c",72.4138,60.7539
"material_hardship","Domestic abuse in family",TRUE,"f3a8b_7",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d7m",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d7n",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d7n1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d7o",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9h",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9i",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9m",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9n",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9n1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9o",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f3d9p",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f4a8b_7",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f5b26x_10",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f5f26b2_10",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"f5f28a_10",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3a8b_7",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d7m",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d7n",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d7n1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d7o",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d7p",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d7p1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9i",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9m",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9n",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9n1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9o",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9p",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3d9p1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3e23o",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3e23p",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3e23p1",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m3e23q",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m4a8b_7",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m5b30a1_10",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m5f26b2_10",41.6667,NA
"material_hardship","Domestic abuse in family",TRUE,"m5f28a_10",41.6667,NA
"material_hardship","Existing number of siblings",FALSE,"cf1kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cf2kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cf3kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cf4kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cf5kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cm1kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cm2kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cm3kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cm4kids",37.2881,48.4561
"material_hardship","Existing number of siblings",FALSE,"cm5kids",37.2881,48.4561
"material_hardship","Father's age at childbirth",FALSE,"cf1age",28.2609,43.3071
"material_hardship","Father's education",FALSE,"cf5edu",61.0169,56.6745
"material_hardship","Father's incarceration",FALSE,"f3i29",94,77.0171
"material_hardship","Father's multiple-job holding",FALSE,"f2k19a",40,51.5707
"material_hardship","Father's multiple-job holding",FALSE,"f3k18",40,51.5707
"material_hardship","Father's non-standard work hours",FALSE,"f2k18a",50.7692,47.3945
"material_hardship","Father's non-standard work hours",FALSE,"f3k17a",50.7692,47.3945
"material_hardship","Father's non-standard work hours",FALSE,"f4k16a",50.7692,47.3945
"material_hardship","Father's non-standard work hours",FALSE,"f5i16a",50.7692,47.3945
"material_hardship","Father's non-standard work hours",FALSE,"f5k17l",50.7692,47.3945
"material_hardship","Father absent at time of birth",FALSE,"m1a6",66,53.2982
"material_hardship","Foreign-born father",FALSE,"f3h1a",13.1148,38.2278
"material_hardship","Foreign-born father",FALSE,"f3h1b",13.1148,38.2278
"material_hardship","Foreign-born mother",FALSE,"m3h1a",17.3077,37.3434
"material_hardship","Foreign-born mother",FALSE,"m3h1b",17.3077,37.3434
"material_hardship","Grandparents in the household",TRUE,"cm3gdad",26.3158,NA
"material_hardship","Grandparents in the household",TRUE,"cm3gmom",26.3158,NA
"material_hardship","Household income",FALSE,"cf1hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf2hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf2hhincb",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf3hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf3hhincb",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf4hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf4hhincb",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf5hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cf5hhincb",84.7458,66.8407
"material_hardship","Household income",FALSE,"cm1hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cm2hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cm3hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cm4hhinc",84.7458,66.8407
"material_hardship","Household income",FALSE,"cm5hhinc",84.7458,66.8407
